,Latitude,Longitude,Time [min]
80,52.85476598063566,5.473665207216211,248.71666666666667
81,51.804906660343775,4.376027574586847,171.48333333333332
82,52.91288451697402,5.112948311654944,
83,52.41126783905068,4.663328097712007,53.18333333333333
84,51.813692083282916,4.576684187012021,170.61666666666667
85,52.53860450520601,5.460855978011613,
86,51.91961478189855,5.031423075892862,114.98333333333333
87,52.2923884445216,5.26641061950414,74.7
88,51.96139743464947,5.2835956516995735,105.0
89,52.52708994039287,5.040679529442701,37.65
90,52.3981316493131,5.4614455883295205,
91,51.79799346832623,5.188070040096122,109.46666666666667
92,51.972280174867784,5.215077230998087,93.2
93,52.466029790247596,4.45324568322977,
94,52.69169458712817,5.063410382219088,86.68333333333334
95,52.57138320501421,5.323545257470482,
96,52.671983812010595,4.865305803524635,113.73333333333333
97,52.63191376493424,4.9351179078215015,74.48333333333333
98,51.99249466722702,4.378966231279148,85.05
99,52.49255028222613,4.541774974912457,
0,52.17947596462107,4.907871039682716,70.43333333333334
1,52.64955801189153,4.376318749806098,
2,52.21417031475285,4.321673497567148,
3,52.115247462267256,5.357958772617719,
4,52.679807839872666,4.412938379105704,
5,51.964887505218556,5.179904489772323,101.68333333333334
6,52.402127128904986,5.056393727217468,
7,52.48674706262568,4.717453033261793,
8,52.49205544860632,4.917468968288357,51.36666666666667
9,52.29292021040898,5.183647603922578,56.766666666666666
10,52.49605394383676,5.2418977601383006,
11,52.02740770333389,4.9528757446104,99.4
12,52.91456131588791,4.9380167412593545,
13,52.84042933053355,4.5575444027455445,
14,52.416700486908894,5.385628533443117,
15,52.26499031573948,4.472289754172189,119.68333333333334
16,52.9146108743307,4.471915710717617,
17,52.03429299777418,4.623135875473056,125.48333333333333
18,52.83015327022747,5.457802482051736,
19,52.14964698357537,4.914178154760434,
20,51.788920615071575,4.535446633362061,170.98333333333332
21,52.367936832144096,5.29762138278526,81.31666666666666
22,52.20421674752269,5.061562556551637,74.16666666666667
23,51.809654860634176,5.096875347182901,126.78333333333333
24,52.60232410449139,4.831652496138347,91.71666666666667
25,51.94168039465765,5.475338338888435,153.86666666666667
26,52.69353079451275,4.959735810161388,77.63333333333334
27,52.84974852215603,4.683775913304824,116.08333333333333
28,52.063836363598874,5.3137835254425,80.31666666666666
29,51.81491541024846,4.984127054530868,131.98333333333332
30,51.788300540325054,5.0683198178729985,171.6
31,52.45758985737728,5.24990388545342,
32,51.89758095467582,4.793948519081239,
33,52.74205184681718,4.425870819131221,
34,52.42780923000893,5.339592400277553,
35,52.10346758816635,4.466182961004978,98.38333333333334
36,52.84636731016573,5.359627320624717,
37,52.855958228293424,4.482802988036805,
38,52.10161377108791,4.72058078193722,
39,51.89517488195787,5.079349087431025,99.16666666666667
40,52.38190924585448,5.287097507063242,73.46666666666667
41,52.20920687248646,4.644963421891738,54.21666666666667
42,52.53855085347645,5.309935146041503,
43,51.88042324760086,4.670836497439598,155.81666666666666
44,52.10289930339578,4.564084074613465,
45,52.77211704610986,4.644133425303084,157.28333333333333
46,51.854512219295216,4.893098887124299,108.3
47,52.28527469391692,5.024018048010306,61.8
48,52.22591893448785,5.08918426174173,71.18333333333334
49,52.9016781751575,4.722305218505572,116.61666666666666
50,52.07524208146058,4.575397903988705,108.95
51,52.03271768176575,4.498712842480561,95.8
52,52.06737030961004,4.868210363112758,89.01666666666667
53,52.2150591809002,5.256191761837619,65.86666666666666
54,52.06287516969352,5.014782484246662,
55,52.181641901808064,4.513364445479221,64.26666666666667
56,51.80997966798866,4.365647024753893,159.21666666666667
57,52.960690748140635,4.429458476012391,
58,52.3489847453311,5.442900819618978,
59,52.43343136467741,5.2851151042159845,
60,52.78487767003058,4.850861510352609,113.5
61,52.55696287720875,4.774695099171178,95.85
62,52.89861454107363,5.22077005878874,
63,52.47936586417063,4.492116755975932,
64,52.310235768309084,4.598033738319983,65.11666666666666
65,52.384563487551006,4.744551665459855,17.283333333333335
66,52.57821033737617,5.44948883367223,
67,52.42996718896476,4.854750468386494,26.066666666666666
68,51.918139919402705,5.35911488743243,
69,52.47071325621344,4.623209956362879,93.78333333333333
70,52.841526968995716,4.9544817965243,103.28333333333333
71,52.20216901647998,5.372034482634521,81.33333333333333
72,52.02296814333018,4.718962067847739,71.9
73,52.24934073773009,4.306879032876689,
74,52.757614092649135,5.178449944030864,
75,52.80502510170603,5.122577826721685,
76,52.887681642465814,5.0379015429146605,
77,52.552605436838206,5.398136064111134,
78,52.03553347299651,4.939108668327371,
79,52.167709313578854,4.41109703884652,96.98333333333333
80,52.570065690849354,4.773769902991818,
81,52.7700260769433,4.875863072315463,106.45
82,52.65305072277186,5.275124226520412,
83,52.378006218642184,4.570177356513137,80.58333333333333
84,52.16054352564296,4.919269327510195,75.48333333333333
85,52.262149395924524,5.163098873297684,38.11666666666667
86,52.46784739717231,5.0514537881298445,42.28333333333333
87,52.46531611212363,4.82250873918696,44.65
88,52.80854382888347,4.429200569915105,
89,51.85585718737322,5.373036351804006,
90,52.552968015906856,4.545936963273736,
91,51.94007930249046,4.866964815180481,101.05
92,52.00573324677539,4.742956817672072,66.93333333333334
93,52.56616392683886,4.966433496799626,
94,52.296596471249174,5.3874270185069415,
95,52.46057756208025,4.988992684963469,
96,52.30830675168889,5.054324784788364,39.86666666666667
97,52.738395639834394,4.324824713849699,
98,52.556265010228444,4.615628001247666,
99,52.074850553070924,5.471643528192043,87.93333333333334
0,52.33713015251617,4.787088333331418,44.516666666666666
1,52.13630887655582,5.265619831418645,106.4
2,52.413283382138616,5.033518683016152,53.5
3,52.85386650436457,5.243167689072059,
4,51.792911815499764,5.26047319349591,118.23333333333333
5,51.8885450249806,5.168946908689549,120.66666666666667
6,52.32858775807705,5.476962834711761,
7,52.36747511028538,4.36279358257086,
8,52.2918327658175,5.290491050584778,170.66666666666666
9,52.794010671757356,5.458327907965832,
10,52.198812549326625,4.883972558184152,61.516666666666666
11,52.846446354368055,4.630941026309543,
12,52.730405470809124,5.3458024819900425,
13,51.784316407284386,4.4752115692206536,156.68333333333334
14,52.06997361270991,5.0740449700092745,61.63333333333333
15,52.887212287938674,5.088820938318367,
16,52.150127543291894,5.059968938219636,70.86666666666666
17,52.68875187055423,5.311056767444443,
18,52.37669701796745,5.408374895676191,64.08333333333333
19,52.808423445189995,4.9555633383801165,
20,51.951381860616415,5.481490679373823,146.38333333333333
21,51.87296756642081,4.352524013096003,112.03333333333333
22,52.896572480386894,4.817090345165264,128.5
23,52.742869266054875,5.2181193922061455,84.95
24,52.039748853738196,4.758872113559966,
25,51.90853169587902,4.976469779011592,83.53333333333333
26,52.68219847883655,4.953069067106833,
27,51.99389316895227,4.7696538899390415,98.13333333333334
28,52.28451776110101,5.142147471449251,46.06666666666667
29,52.87618263512891,4.530560763223692,
30,52.032069355895025,4.719008087578655,96.0
31,51.89572084782771,5.224802340543816,
32,52.49916652881373,5.004291012009943,68.11666666666666
33,52.08763218600757,4.546407216198496,
34,52.822776819219214,4.929233315827815,
35,52.161121358054544,5.2241085414342034,76.43333333333334
36,52.76019098169533,4.320558239283268,
37,52.21915692824984,5.477320344756453,92.43333333333334
38,51.8884064591369,5.428882389999252,89.68333333333334
39,52.77101149233883,5.342867851109732,
40,52.93379567503206,4.989923763550313,124.36666666666666
41,52.36362535670323,4.52058588474831,65.93333333333334
42,52.78599322186541,4.5639053824485245,
43,51.9269709043667,4.552265869202119,102.76666666666667
44,51.85522641459176,5.337853205466839,
45,52.056573341353726,5.320854775833171,78.6
46,51.818604924745564,5.13013928691853,131.78333333333333
47,52.424590205968784,5.451335281326982,
48,52.585938630811235,4.9789690911246085,
49,52.319006895155205,4.9376390955332266,22.233333333333334
50,52.288209891681326,5.1614901586580935,39.666666666666664
51,52.20341118785872,5.0848623389073815,
52,52.12579635924269,5.423039868849155,72.58333333333333
53,52.226719015567554,4.760672835481289,88.68333333333334
54,51.91975708036802,4.936625276858455,151.65
55,52.28420015649655,5.064644614960617,69.85
56,52.65601240622638,4.920035405718809,
57,52.850315160160335,4.946430797269029,
58,52.91224894192837,5.274356149206363,
59,52.06927377156961,4.928991392182258,88.3
60,52.37427584626369,5.36430956024432,
61,51.82562980902616,4.464934556747383,142.43333333333334
62,51.8974456455635,5.106485008870961,99.0
63,52.29296428446597,5.487121740142563,100.88333333333334
64,52.57995630790683,4.498212705470732,
65,52.635215178855816,5.324847786593036,
66,51.84511012913319,5.490296146618058,
67,52.40144020921324,4.6589240239235865,50.916666666666664
68,51.860473954253415,4.312108116694308,125.98333333333333
69,52.593188930835154,5.393263061258571,
70,52.84994776937884,4.694765853903705,120.18333333333334
71,51.97820422781397,4.7372485134887565,
72,52.69104290284958,4.5109819932825435,
73,51.81375093138959,4.4358452013554395,107.5
74,52.82717158052935,4.996017928849067,99.1
75,51.88252333371468,5.220196116305974,92.06666666666666
76,51.88336816489156,4.400025777113829,103.73333333333333
77,51.997615467731116,4.501624864183028,112.96666666666667
78,52.59997072606145,4.688707413907154,48.36666666666667
79,51.87246949448768,4.6401096701455335,108.8
80,51.890826541034365,4.8072808790508645,110.78333333333333
81,52.47910313212341,4.608425427861294,109.85
82,51.79955508467639,4.304324234962911,171.6
83,52.199208345235206,4.909138535023995,62.43333333333333
84,52.46986312877579,4.656101127370933,62.35
85,52.71420985949572,4.697889126667805,79.51666666666667
86,52.23807893463,4.597243314041541,70.0
87,52.83638316033858,4.652033437712115,
88,51.83209775934601,5.477978643727353,
89,52.4671270486277,5.068500014695006,
90,52.0353943535384,4.561641615307232,115.31666666666666
91,52.78020837550979,5.270275206068845,
92,52.66678166841459,4.664940277016513,91.55
93,52.902127474827545,4.738734860347122,105.71666666666667
94,52.69083171503729,4.881506388553932,
95,51.93796337258381,5.3663251993023176,
96,52.774935654061444,5.253125649702592,
97,52.81748054910538,4.339348313470629,
98,52.01868922042121,4.709258059905704,64.08333333333333
99,52.63011391713286,5.0304990013582,54.333333333333336
0,52.06506614249067,5.268263814894558,53.61666666666667
1,52.95518923713415,4.60050296620257,
2,51.96789438309919,4.9356440944202875,84.98333333333333
3,52.69007778712353,5.081243671165717,67.76666666666667
4,52.7858686324629,5.422053297080223,
5,52.302459222703234,4.729637065664267,57.0
6,51.94217040638825,4.622955041640895,112.3
7,52.30549167453766,4.729407762036469,80.86666666666666
8,52.34616035622656,4.902276546234785,19.366666666666667
9,52.302706958916026,5.409595953894255,
10,52.34840299492209,4.576033469838865,54.46666666666667
11,52.25883137612347,5.224931274700644,58.583333333333336
12,52.33867188281939,5.246594944459615,66.63333333333334
13,52.695191399633536,4.783195528366873,113.4
14,52.486253034444495,4.453104816510963,
15,52.88138515983221,4.868648142536932,
16,52.60172218577613,5.238913307995153,
17,52.956639585683504,5.193660978858667,
18,51.959623567412955,5.36892048629851,114.16666666666667
19,52.50897228401007,5.46849681436731,65.38333333333334
20,52.408335411954006,5.478139188307055,
21,51.95946089306036,4.781380023267504,92.9
22,52.80318347092654,4.437613587149427,
23,52.62682242938874,4.749031646549489,62.61666666666667
24,52.71648685909195,5.488808798111004,
25,52.49592062032932,4.814891171161505,52.71666666666667
26,51.79281245010381,5.173203331462547,121.01666666666667
27,52.14086466482501,4.31549787413628,
28,52.5717965969961,4.943999444714002,75.13333333333334
29,52.36581598498424,4.799596659819801,39.083333333333336
30,52.69587197436806,5.371459923188938,
31,52.788909294464325,5.410426736095662,
32,52.85842219607973,5.223191027415921,
33,52.82888902471491,4.700777120528023,112.05
34,52.441491879841756,4.853236463311148,30.066666666666666
35,52.40445358505164,5.301651731371351,50.4
36,51.870377748379994,4.517714316591936,82.76666666666667
37,52.28493613330668,4.592616505552107,75.48333333333333
38,52.927454782083544,4.635134980755681,
39,51.88870759778733,5.32679649681478,
40,52.64863762231719,4.620279059408746,115.4
41,52.68751111694115,5.262567898820501,74.66666666666667
42,51.822986873883025,5.478562830379114,
43,51.95884194092103,4.860128091003101,100.51666666666667
44,52.69454392363115,5.1878461862927425,57.416666666666664
45,52.669468093272506,5.121579916229296,71.5
46,51.87761765455609,4.827820331987665,99.86666666666666
47,52.15615640068239,5.408261704819532,71.73333333333333
48,51.82430033784142,4.477203029746209,130.96666666666667
49,52.12685075064444,4.877803236597808,
50,52.68332232147173,4.412393620349626,
51,52.966459227330105,5.161466422388144,
52,52.617940266061645,5.174042366272743,
53,52.20676068408977,4.9563779290118495,
54,52.16220211884421,5.061504515319843,98.68333333333334
55,52.58408499791342,4.4746224036552835,
56,52.08990171652404,4.928707730627249,77.01666666666667
57,52.6201010119642,5.24111262768884,
58,52.26536921055916,4.664963311576324,
59,52.56886167675417,5.1658947252109115,
60,51.850425433617595,4.765888816856409,120.66666666666667
61,52.54425728446558,5.034786298107911,47.18333333333333
62,52.40370836346311,5.110082334336159,
63,52.01231543993476,5.151311044883271,
64,52.55832821404457,4.807058659472451,94.25
65,52.23687806680785,4.585246566793067,72.75
66,51.992492972882815,4.569534198010255,
67,52.51777449624127,5.129818940643768,
68,51.96248592047618,4.771957213362129,87.75
69,52.365795232874916,4.490733087882356,
70,52.12244449388945,5.499690332188363,
71,52.85402214076728,5.3340717851237684,
72,52.66777116910784,4.403631519215597,
73,52.080517486853296,5.362461284522643,
74,51.89923321268947,4.64178145589624,113.76666666666667
75,52.349551224067135,4.531084488358431,
76,52.67024423302482,5.0347253416575555,64.6
77,52.82796827215676,5.248651284227988,
78,52.59579347178792,5.104584810769226,
79,52.233260561546686,4.425010008504764,91.35
80,51.96695474998015,5.357449739219406,109.73333333333333
81,52.14903489734538,5.238030944729295,72.48333333333333
82,52.105148673615815,4.490459831413185,95.96666666666667
83,52.15949595367573,4.56676378269056,88.71666666666667
84,51.96019788741287,4.7342726701828495,
85,52.49913541197862,4.755876650521872,33.38333333333333
86,52.00183146406925,4.757660794132806,101.03333333333333
87,52.639576355906655,5.3179872989802535,
88,51.85514615442407,4.480054011886078,99.15
89,52.47400568500261,4.649536790544153,52.78333333333333
90,51.92535829612461,5.045137631816176,
91,52.77908170432487,4.928250317062076,
92,52.25147498596427,4.429691912044629,84.65
93,52.01024392508777,5.484416607373196,
94,51.83654140611506,4.917743448589425,127.33333333333333
95,52.64829548465626,5.249144215741383,
96,52.14284321941098,5.22713279154956,76.73333333333333
97,52.61677112031735,4.52489913524231,
98,52.495383090561226,4.458025086934342,
99,52.0074728168207,4.869319850513041,96.51666666666667
0,52.31888125491827,5.223349919987354,
1,51.780242227264075,5.27318640889507,
2,52.885534928283256,4.782677823836419,140.31666666666666
3,52.70121619897565,4.336571318865976,
4,52.705749269169516,4.5055387082788965,
5,51.919476542519284,4.598292102967552,109.31666666666666
6,52.860418044043705,5.4310099105367895,
7,52.071756812933955,4.935044161412235,
8,52.23374703392232,5.106741112565627,79.91666666666667
9,52.55914310978609,4.983716411745292,
10,52.73674220057857,4.633474486272864,104.98333333333333
11,51.79302660149743,4.606460572210038,160.36666666666667
12,52.976623797108104,5.21180621938755,
13,52.62871710410587,4.435648324154225,
14,52.14961966070909,4.5473690380983385,96.3
15,51.99967295346304,5.127960278984578,75.51666666666667
16,52.9524839048299,5.281988857845207,
17,51.900842679615316,5.443036771936782,134.36666666666667
18,52.89190123608845,4.4165678688783405,
19,52.80190518063595,5.2026790024886935,
20,52.471677427684774,4.770177112649575,43.46666666666667
21,52.59766253828779,4.4372759448075945,
22,52.59867997288352,4.8219070553419625,98.78333333333333
23,51.86857007454487,5.204217360625117,118.15
24,52.847945363125596,4.612699856951034,
25,51.97896364392664,4.826158100125544,105.25
26,52.02250308261642,5.395625208897157,103.3
27,52.10173769705091,4.6829363087186,
28,52.65152585137775,4.589122181490051,
29,52.30979290439723,4.728134678936237,
30,52.03275233872035,4.4378694630635795,101.26666666666667
31,52.26986553625525,4.888366510080792,
32,52.76014533945704,4.497438683994514,
33,52.229419649811696,5.463545915671705,110.58333333333333
34,52.73751542937667,4.551594174995155,
35,52.48570180538825,5.210051770917144,
36,51.882998603756924,4.769240147458465,
37,52.34599626424286,4.316391174014031,
38,52.00031360641566,4.89479445606128,116.63333333333334
39,52.417465491802005,5.420650387008084,
40,52.17662483487126,4.923042740868392,79.95
41,51.79245352131564,4.991892746287703,170.1
42,52.9134193148398,5.421181230198051,220.3
43,52.77282432816034,4.342026537848426,
44,52.78927911976601,5.266414478620016,
45,52.636631265754644,4.312416638792772,
46,52.37535927929642,4.4288963453710535,
47,52.66609058121111,4.745447884091725,71.15
48,51.853479431728466,5.162895937074223,
49,51.82793411609703,4.357183592687495,127.11666666666666
50,51.80066925431231,5.112649083431688,123.16666666666667
51,52.785653449244826,4.810155803344488,67.61666666666666
52,52.34127238740028,5.404160666191154,
53,52.21616251401234,4.754713815857566,
54,52.7097298674582,4.583036663278706,
55,52.56425725138786,5.189444815089929,
56,52.787513927782065,4.3874682855036395,
57,52.84921371625402,5.112799693866246,
58,52.492825697411014,4.625975566637278,
59,52.649689715019484,5.082665506594146,52.0
60,52.50233172182253,5.402021877271171,
61,52.08921490843372,4.780929486886052,
62,52.41937227347457,5.256378399195099,80.13333333333334
63,52.23944807363022,4.967712366098264,
64,52.44664637003604,5.342360143167804,
65,52.72277191486597,4.950371793006073,91.75
66,52.26977927195145,4.984083799157165,40.15
67,52.72628309082633,5.226350471046642,
68,52.357975681604906,5.03813778006304,
69,51.79060633966674,5.306181081819055,110.45
70,52.286452437877614,5.231408403640897,74.78333333333333
71,51.84578671922991,4.666157247168278,129.15
72,52.000470707063215,4.345046393458341,81.85
73,51.90544898139223,4.718140578088659,146.4
74,52.47684871757299,4.644950423187154,53.983333333333334
75,52.0255505738587,5.161238648435751,67.15
76,52.92173484800528,4.950103910246159,124.48333333333333
77,52.60094117150656,4.641775927113819,97.98333333333333
78,52.46972030787404,4.742988010379611,61.05
79,52.46836327719893,4.347192753295413,
80,52.853487238352486,5.104522652056618,
81,52.835467042931825,4.906804281205342,138.71666666666667
82,52.446887617038385,5.257301808272901,
83,51.96027598789924,5.054909121203747,102.08333333333333
84,51.83605232584277,4.3951273180429915,
85,52.7491047112101,5.461768227218162,
86,52.6475825459192,5.171998170607576,80.2
87,52.95894753140732,4.933588147306882,
88,52.75532016382787,4.425312940225037,
89,52.65723015589195,4.468247176357261,
90,52.50224884876503,4.500753307038008,
91,51.843936340397306,4.331651815546698,88.33333333333333
92,52.69359308421062,4.425634942423543,
93,52.82000252905108,4.713992120260141,91.45
94,52.216178415379034,4.457316982064013,93.38333333333334
95,52.89761843409266,5.298864306093441,
96,52.15343183840165,4.529272568330605,76.43333333333334
97,52.20106109841966,5.3417925704580425,
98,51.95593637822614,5.45191256909147,153.56666666666666
99,52.69041648335135,4.360205420254566,
0,51.949458611415146,4.4514858824666295,77.6
1,51.81054724393035,4.349307379705264,159.58333333333334
2,52.8898624235302,4.897199789292031,111.15
3,52.502515902278425,4.448770367856441,
4,52.103535790220946,4.548344655335954,
5,51.994890749555246,5.250848690963622,88.06666666666666
6,51.99794889953922,4.839984419423861,
7,52.06420300174804,4.724491758201226,107.91666666666667
8,51.84979991081883,4.949704663942206,116.33333333333333
9,52.453715073722556,4.776537117323202,47.13333333333333
10,52.67817688129753,4.966421261053199,
11,52.4505103820337,5.408147228766547,
12,52.16749713759729,5.328152309939811,82.03333333333333
13,52.79811082403177,5.120951026441935,
14,52.949654434675885,4.98289643106956,
15,51.917529996381504,4.962673356544472,
16,51.821698297663296,4.403205631173687,111.33333333333333
17,52.465500170106296,5.044588895277418,34.333333333333336
18,52.51658499015038,4.920572917975828,54.53333333333333
19,51.9655430598148,5.466888077379425,154.2
20,52.33911018344916,5.3433749986778505,78.75
21,52.63507483581834,5.088628771429701,
22,52.33763050914614,5.436813376244513,
23,52.095130431613896,5.372889621331307,
24,52.50879165114345,4.965602160611606,30.433333333333334
25,52.874799925947976,4.8590198943069,110.08333333333333
26,52.21079653864117,4.32850355713322,
27,52.52023272474778,5.043471475634488,39.083333333333336
28,52.02058937661115,4.360838856307351,91.61666666666666
29,52.962261454187626,5.309574513886897,
30,52.64186354302751,4.576660473777458,
31,51.79026367351567,4.964567592636298,
32,52.93011916507665,4.304032063868929,
33,52.226072926342,4.894909021638605,88.76666666666667
34,52.47602672188562,5.1215035017935255,
35,51.781611217994985,4.932849025924416,90.41666666666667
36,52.516044437595234,4.767051511481016,72.01666666666667
37,51.885147776691355,4.668651686363585,149.11666666666667
38,52.054422440789686,5.270557970521859,83.71666666666667
39,52.91353453523409,5.241360065666661,
40,52.023530747234126,4.6399730298073845,85.4
41,51.88794563133021,5.285690405055923,88.33333333333333
42,52.06608517731957,4.470576843020856,85.35
43,52.96625285097017,4.660237855445386,
44,51.93936943025578,4.675868700398843,
45,52.34019225755332,4.8144818511424425,34.9
46,52.009298664142,4.701763711950291,67.38333333333334
47,52.70179009755748,5.403990207117113,
48,52.67627723164955,4.996141873163688,
49,52.62648543993853,4.953379184965043,69.23333333333333
50,52.16907310533908,4.512003173032064,58.1
51,52.89477167253128,4.76553773927522,109.0
52,52.68151568366118,4.750542914186338,87.68333333333334
53,52.94068183667575,5.064420236462998,
54,52.850321968012025,4.616581158651488,
55,51.84483144072087,5.152601894992132,
56,52.373412451437204,4.9260826697849645,16.966666666666665
57,52.9465071522385,5.2141944741073525,
58,51.99733084693316,5.273388420147819,86.05
59,51.82714857377806,5.431093612138536,
60,52.21143514163075,5.198726558244392,43.333333333333336
61,52.17290908147231,4.518304231272088,63.65
62,52.561037607399854,4.88230561928103,
63,52.18896786462545,4.965900030837268,
64,52.27515539927967,4.828504976669521,55.666666666666664
65,52.50307865882029,5.35267353684743,
66,52.285739429050366,5.135702518131431,72.41666666666667
67,52.62350747235768,5.111470011256746,72.18333333333334
68,51.8323509970214,5.171291006569183,113.38333333333334
69,52.81836177040561,4.805879273327784,91.41666666666667
70,51.904550048501974,5.267857307408998,
71,52.431781672607805,4.837103566405438,33.9
72,52.9042110468333,5.391166808086195,217.71666666666667
73,51.795472735632316,5.25302809911252,107.85
74,51.99641024885032,5.08716212961666,63.666666666666664
75,52.20124090791406,5.444528917774069,77.93333333333334
76,52.1645627066772,5.258751747122233,78.41666666666667
77,52.104754668621496,5.198751117837,67.1
78,52.055568345278054,4.6077075638747695,
79,52.17406663334749,4.753771675885689,104.43333333333334
80,52.22021581679877,5.229728837670867,45.63333333333333
81,52.09386699835105,4.859756676080211,86.66666666666667
82,51.87572725426307,5.204655785966799,93.08333333333333
83,52.19871966484607,4.666905010808799,75.71666666666667
84,52.66859996636729,5.053228819849284,70.08333333333333
85,52.73972789375745,5.0367239288833,105.61666666666666
86,52.67800078937121,5.485464669330608,
87,52.101201651349015,5.440981270825005,
88,52.935715281558124,5.144049882120847,
89,51.8762998162596,4.32413590937709,
90,51.873253081445725,4.546409953044929,91.13333333333334
91,52.01772031871224,4.314832870407142,94.36666666666666
92,52.19031725377984,4.559872070364401,77.38333333333334
93,52.368680909984654,4.776598095145576,58.0
94,52.474879420498965,5.333325674954598,
95,52.933025966962695,4.908664112103591,
96,52.022854752739825,5.092834962281724,76.35
97,52.09953713670336,4.3828915268865805,78.7
98,51.80091766265394,4.337393131345968,
99,51.97165366890543,5.218776823880934,92.16666666666667
0,51.87280394593043,4.438454309147094,111.11666666666666
1,52.20735497087737,5.450403131019882,114.1
2,52.94013249215097,4.5253535256183905,
3,52.62164804110601,5.0325650836747995,51.583333333333336
4,52.52165283116905,4.814813908417691,
5,52.01163867785165,4.556273269240169,
6,52.278419091345,4.394179389809355,
7,52.7913162338109,4.821492476690414,85.73333333333333
8,52.65910028942199,5.498955694634194,
9,52.963791054193116,5.093114272816835,121.41666666666667
10,52.42312031567695,4.78258074438758,
11,51.894301744301124,5.390545038733645,130.06666666666666
12,52.327270444991235,5.478822074044885,
13,52.39665600732467,5.1535916284394006,89.53333333333333
14,52.65778014882255,4.807717699668506,89.3
15,52.708847919658986,4.56847300726812,
16,52.39588312028595,4.397886295185708,
17,52.08481775916295,5.206283860976442,76.51666666666667
18,52.19389309957292,4.800032201814701,
19,52.349977394841396,5.394757768438826,
20,52.539922886597736,4.488534257927945,
21,51.96277756368941,4.470550420297669,78.66666666666667
22,52.251513672688304,4.675543023819541,
23,52.22399316913811,4.876578997754192,75.7
24,51.99296182212375,5.227882749550033,93.71666666666667
25,51.8693519987836,4.3659022867069215,95.86666666666666
